rollout/ep_rew_mean,time/fps,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/std,train/value_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/loss,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/clip_range,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
4.51654529,23,11345,129,264192,1.0,0.7896856665611267,0.03235662863007747,1280,1.732408,0.8666015625,0.17543484270572662,0.12789982829126528,0.5850833058357239,0.0003,0.2,-29.23973544239998,,
4.4450521400000005,23,11432,130,266240,1.0,0.7907940745353699,0.03379261921509169,1290,2.9616241,0.921728515625,0.9772775173187256,0.24985403897590003,0.580530047416687,0.0003,0.2,-29.259075957536698,,
4.48629295,23,11519,131,268288,1.0,0.7909381985664368,0.03616351849632338,1300,111.96429,0.88662109375,0.09489046782255173,0.1612500504939817,0.4906564950942993,0.0003,0.2,-29.26643762588501,,
,,,,270000,,0.7898324131965637,0.03360260837362148,1310,1.8421414,0.887158203125,0.11212500184774399,0.18686267932935152,0.5627682209014893,0.0003,0.2,-29.249215811491013,1.0,4.566582
4.48158626,23,11611,132,270336,1.0,,,,,,,,,,,,,
4.5410031,23,11697,133,272384,1.0,0.7892590761184692,0.032782954798312856,1320,2.2230268,0.89072265625,0.08870092034339905,0.15878245300846175,0.5505995750427246,0.0003,0.2,-29.232056576013566,,
4.5367067500000005,23,11783,134,274432,1.0,0.7886422276496887,0.03243397396872751,1330,2.1621423,0.887646484375,0.13259445130825043,0.1732572443492245,0.5764970779418945,0.0003,0.2,-29.210248148441316,,
4.51921257,23,11869,135,276480,1.0,0.7860461473464966,0.030631191842257977,1340,3.37428,0.891064453125,0.1500607132911682,0.16405277941958046,0.6123557090759277,0.0003,0.2,-29.150860571861266,,
4.518549579999999,23,11955,136,278528,1.0,0.7850288152694702,0.03170233622076921,1350,1.9991624,0.861083984375,0.14386023581027985,0.1365342329547275,0.5744256377220154,0.0003,0.2,-29.10207744836807,,
,,,,280000,,0.7826966643333435,0.032877985743107276,1360,2.5964985,0.88037109375,0.1135992556810379,0.18495672627468593,0.5710926055908203,0.0003,0.2,-29.041873693466187,1.0,4.449602400000001
4.5303785,23,12042,137,280576,1.0,,,,,,,,,,,,,
4.51001472,23,12128,138,282624,1.0,0.7826675772666931,0.03494311717804521,1370,4.244393,0.897607421875,0.1253775656223297,0.18243261619936674,0.534141480922699,0.0003,0.2,-28.992400652170183,,
4.50534097,23,12214,139,284672,1.0,0.7820135354995728,0.03472448219545186,1380,1.8043592,0.861376953125,0.10498633980751038,0.1308745535381604,0.5730734467506409,0.0003,0.2,-28.971244817972185,,
4.50947648,23,12306,140,286720,1.0,0.7822840213775635,0.03328684486332349,1390,3.7285087,0.92958984375,0.22398994863033295,0.23640270796604454,0.6062368154525757,0.0003,0.2,-28.962320148944855,,
4.53753178,23,12397,141,288768,1.0,0.7824216485023499,0.029544150253059343,1400,2.9662807,0.88828125,0.2516903281211853,0.18577783716027624,0.5777947902679443,0.0003,0.2,-28.9761941075325,,
,,,,290000,,0.7812839150428772,0.03084832988679409,1410,3.304328,0.89765625,0.20218941569328308,0.1727043876395328,0.6071081161499023,0.0003,0.2,-28.94660307765007,1.0,4.4954164
4.53823667,23,12485,142,290816,1.0,,,,,,,,,,,,,
4.48835985,23,12570,143,292864,1.0,0.7836930751800537,0.03292924736160785,1420,2.236514,0.886572265625,0.11121854186058044,0.18859865937847645,0.5346691608428955,0.0003,0.2,-28.96491407752037,,
4.55133364,23,12656,144,294912,1.0,0.7851660251617432,0.02799865516135469,1430,2.5994387,0.8736328125,0.15632390975952148,0.14958646427257918,0.6061348915100098,0.0003,0.2,-29.02704249024391,,
4.543669220000001,23,12742,145,296960,1.0,0.7825616002082825,0.03328742440789938,1440,2.8995643,0.8908203125,0.1437797099351883,0.19002443584613501,0.5715162754058838,0.0003,0.2,-29.010526192188262,,
4.474222309999999,23,12833,146,299008,1.0,0.7823525667190552,0.03184868872631341,1450,2.534196,0.88203125,0.09959660470485687,0.17888999849674292,0.5448464751243591,0.0003,0.2,-28.95940805673599,,
,,,,300000,,0.780807614326477,0.03246858623169828,1460,2.486549,0.88388671875,0.15642127394676208,0.18613432955462486,0.5713304281234741,0.0003,0.2,-28.93074546456337,1.0,4.6250668
4.488120759999999,23,12920,147,301056,1.0,,,,,,,,,,,,,
4.50519947,23,13006,148,303104,1.0,0.7806231379508972,0.03268700581975281,1470,2.2904825,0.8787109375,0.14787812530994415,0.15689506265334785,0.5873054265975952,0.0003,0.2,-28.897502064704895,,
4.503389520000001,23,13093,149,305152,1.0,0.7786120176315308,0.033447460818570106,1480,3.572205,0.891748046875,0.1424882560968399,0.1754975436022505,0.5758357644081116,0.0003,0.2,-28.84636950492859,,
4.5161210899999995,23,13184,150,307200,1.0,0.7781146168708801,0.03423620001412928,1490,2.1995904,0.885693359375,0.1598338633775711,0.17911607960413675,0.5455881357192993,0.0003,0.2,-28.827238231897354,,
4.52571546,23,13271,151,309248,1.0,0.7778154611587524,0.032610695878975096,1500,2.3114996,0.8771484375,-0.01581580936908722,0.141415625839727,0.5592361688613892,0.0003,0.2,-28.811560517549516,,
,,,,310000,,0.7775906920433044,0.03105246205232106,1510,2.2702026,0.896630859375,0.11477026343345642,0.1727395021065604,0.5687886476516724,0.0003,0.2,-28.796755522489548,1.0,4.641952600000001
4.5152687700000005,23,13362,152,311296,1.0,,,,,,,,,,,,,
4.504408529999999,23,13453,153,313344,1.0,0.7762067317962646,0.032736758096143605,1520,2.1713216,0.881396484375,0.17440184950828552,0.1823713966732612,0.5316129922866821,0.0003,0.2,-28.757951164245604,,
4.52014187,23,13541,154,315392,1.0,0.7753844857215881,0.031530363665660845,1530,3.5488143,0.907080078125,0.11853351444005966,0.19811972343886736,0.5691074132919312,0.0003,0.2,-28.71898474097252,,
4.55447402,23,13626,155,317440,1.0,0.775070309638977,0.034927471866831185,1540,3.0995069,0.90283203125,0.06889581680297852,0.23662625942379237,0.5502337217330933,0.0003,0.2,-28.71167411804199,,
4.56310645,23,13712,156,319488,1.0,0.7759959101676941,0.03447622210951522,1550,2.8156393,0.89931640625,0.10872697830200195,0.21444643315044232,0.5497341156005859,0.0003,0.2,-28.70806896686554,,
,,,,320000,,0.7738366723060608,0.034002636012155564,1560,3.0825844,0.90283203125,0.05198999494314194,0.24820456734742039,0.545642614364624,0.0003,0.2,-28.689673209190367,1.0,4.6096356
4.51133701,23,13799,157,321536,1.0,,,,,,,,,,,,,
4.53243684,23,13891,158,323584,1.0,0.7732229232788086,0.03396445718826726,1570,2.188808,0.88662109375,0.1268296241760254,0.16826482081087307,0.5609217882156372,0.0003,0.2,-28.65118477344513,,
4.49419467,23,13982,159,325632,1.0,0.773428738117218,0.03403701857896522,1580,3.0617502,0.904931640625,0.0910758227109909,0.17713126869057305,0.5826115012168884,0.0003,0.2,-28.653070390224457,,
4.514460889999999,23,14068,160,327680,1.0,0.7768126726150513,0.03339078749413602,1590,4.2144146,0.900830078125,0.4779229760169983,0.1949051707983017,0.5644409656524658,0.0003,0.2,-28.69891728758812,,
4.534639899999999,23,14159,161,329728,1.0,0.7752429246902466,0.03603646985720843,1600,2.5079987,0.89580078125,0.16727644205093384,0.17300252806744537,0.5643268823623657,0.0003,0.2,-28.72184498310089,,
,,,,330000,,0.7754738330841064,0.0347585576644633,1610,2.997332,0.904541015625,0.13890236616134644,0.20997215488168877,0.5629808306694031,0.0003,0.2,-28.696125036478044,1.0,4.443130399999999
4.47574195,23,14250,162,331776,1.0,,,,,,,,,,,,,
4.536844499999999,23,14337,163,333824,1.0,0.7761275172233582,0.03332467786967754,1620,2.7289832,0.8853515625,0.10841480642557144,0.1877429756743368,0.547561526298523,0.0003,0.2,-28.69640979766846,,
4.52963336,23,14422,164,335872,1.0,0.7737639546394348,0.03318534456775524,1630,2.2434146,0.873193359375,0.1891803741455078,0.14669644135865384,0.5827324986457825,0.0003,0.2,-28.666980201005934,,
4.517976979999999,23,14513,165,337920,1.0,0.7744877338409424,0.03302124165929854,1640,3.1743777,0.9205078125,0.0999448150396347,0.21700267770793288,0.499761700630188,0.0003,0.2,-28.64356999397278,,
4.56958258,23,14604,166,339968,1.0,0.77492356300354,0.03402880370267667,1650,2.5454178,0.87724609375,0.09375102818012238,0.18097878961998504,0.5689239501953125,0.0003,0.2,-28.663804191350938,,
,,,,340000,,0.7744004726409912,0.032776998571353036,1660,2.6304693,0.882958984375,0.12203159928321838,0.1578482605778845,0.5659807920455933,0.0003,0.2,-28.651609581708907,1.0,4.8319974
4.51812326,23,14690,167,342016,1.0,,,,,,,,,,,,,
4.51899141,23,14777,168,344064,1.0,0.7748593091964722,0.03453798837726936,1670,2.9796534,0.89453125,0.3434393107891083,0.21060397849068976,0.5848687887191772,0.0003,0.2,-28.647125548124315,,
4.49883506,23,14863,169,346112,1.0,0.7741830348968506,0.03125360399717465,1680,4.017926,0.90048828125,0.17250584065914154,0.21992514211451636,0.5689777135848999,0.0003,0.2,-28.64796268939972,,
4.554997489999999,23,14948,170,348160,1.0,0.771750271320343,0.034118110127747056,1690,2.6645126,0.889404296875,0.40750494599342346,0.1596994082676247,0.5832282304763794,0.0003,0.2,-28.598678874969483,,
,,,,350000,,0.7707560658454895,0.030859116005012767,1700,3.2260232,0.8767578125,0.19068670272827148,0.21439177413121796,0.5633662939071655,0.0003,0.2,-28.53531631231308,1.0,4.6055758
4.50301264,23,15039,171,350208,1.0,,,,,,,,,,,,,
4.514080549999999,23,15125,172,352256,1.0,0.7696093320846558,0.0357646013784688,1710,3.0364804,0.880908203125,0.1059904620051384,0.1881136341689853,0.5506995916366577,0.0003,0.2,-28.49989555478096,,
4.507390620000001,23,15211,173,354304,1.0,0.7690553665161133,0.032769980124430734,1720,3.848461,0.87939453125,0.19989252090454102,0.15997946897696239,0.5795465111732483,0.0003,0.2,-28.472414124011994,,
4.52756848,23,15297,174,356352,1.0,0.7685182690620422,0.03248712787171826,1730,2.3583403,0.8642578125,0.16550442576408386,0.18821872537373566,0.5837138891220093,0.0003,0.2,-28.445885252952575,,
4.50674452,23,15383,175,358400,1.0,0.7675293684005737,0.0314228669507429,1740,2.5416682,0.887744140625,0.17261932790279388,0.18923687525093555,0.583154022693634,0.0003,0.2,-28.41824280023575,,
,,,,360000,,0.7669995427131653,0.03543592196074315,1750,2.1692443,0.895703125,0.1344841569662094,0.16023530388483778,0.5404731631278992,0.0003,0.2,-28.39932976961136,1.0,4.654111599999999
4.5614412,23,15474,176,360448,1.0,,,,,,,,,,,,,
4.541503090000001,23,15560,177,362496,1.0,0.7675199508666992,0.03888123637880199,1760,3.1986756,0.8833984375,0.18950071930885315,0.339336801628815,0.4909259080886841,0.0003,0.2,-28.402927154302596,,
4.50081518,23,15651,178,364544,1.0,0.7675585150718689,0.03652695635100826,1770,2.4817488,0.8888671875,0.049196258187294006,0.16477311446506065,0.5674268007278442,0.0003,0.2,-28.407017594575883,,
4.54513668,23,15743,179,366592,1.0,0.7691967487335205,0.03562490480835549,1780,2.7769387,0.89501953125,0.1656603366136551,0.2846546042186674,0.5671682953834534,0.0003,0.2,-28.405855429172515,,
4.484980910000001,23,15830,180,368640,1.0,0.7659978866577148,0.035422760684741664,1790,2.6682234,0.891064453125,0.19267451763153076,0.16146929354872555,0.5518885850906372,0.0003,0.2,-28.378496128320695,,
,,,,370000,,0.7657710909843445,0.03479351784917526,1800,3.2075663,0.87158203125,0.08469101041555405,0.1459814681264106,0.5388064384460449,0.0003,0.2,-28.327188897132874,1.0,4.3160026
4.49351924,23,15916,181,370688,1.0,,,,,,,,,,,,,
4.48779923,23,16003,182,372736,1.0,0.7660609483718872,0.03290596317965537,1810,3.3253436,0.872509765625,0.20454566180706024,0.15936253471591044,0.5718591213226318,0.0003,0.2,-28.327141374349594,,
4.499215379999999,23,16089,183,374784,1.0,0.7656815648078918,0.03326093251234852,1820,2.6062036,0.881787109375,0.25361010432243347,0.1832792161323596,0.577579915523529,0.0003,0.2,-28.330292916297914,,
4.463269440000001,23,16180,184,376832,1.0,0.7642094492912292,0.03450408545904793,1830,4.0178294,0.900927734375,0.33627092838287354,0.19724417951656506,0.5722436904907227,0.0003,0.2,-28.277189218997954,,
4.51943631,23,16266,185,378880,1.0,0.7638697624206543,0.03588593232561834,1840,2.398919,0.875048828125,0.05566517263650894,0.12076246287906542,0.5591355562210083,0.0003,0.2,-28.247642749547957,,
,,,,380000,,0.7648736238479614,0.035288134723668915,1850,3.7189996,0.8990234375,0.12381985783576965,0.21156823357450777,0.5286266207695007,0.0003,0.2,-28.26882746219635,1.0,4.605001
4.532840110000001,23,16352,186,380928,1.0,,,,,,,,,,,,,
4.54132417,23,16438,187,382976,1.0,0.7653658986091614,0.0360581720189657,1860,1.6666291,0.86796875,0.2018808126449585,0.12420143034250941,0.5620036721229553,0.0003,0.2,-28.289239382743837,,
4.53818065,23,16525,188,385024,1.0,0.763546884059906,0.03393331100232899,1870,2.8965163,0.8865234375,0.16203930974006653,0.1378322284173919,0.5881928205490112,0.0003,0.2,-28.27103664278984,,
4.48533715,23,16616,189,387072,1.0,0.7630699872970581,0.033004804828669874,1880,2.215447,0.88154296875,0.16644187271595,0.19186226867605,0.5570161938667297,0.0003,0.2,-28.238246542215347,,
4.5409771800000005,23,16703,190,389120,1.0,0.7630729675292969,0.03303116040187888,1890,2.9881244,0.870068359375,0.6004270315170288,0.14436198872863315,0.5810916423797607,0.0003,0.2,-28.2129985332489,,
,,,,390000,,0.7622002363204956,0.033216734637971965,1900,2.8982723,0.893994140625,0.11977702379226685,0.2000379472912755,0.5489987134933472,0.0003,0.2,-28.21026068329811,1.0,4.5710148
4.5337780599999995,23,16794,191,391168,1.0,,,,,,,,,,,,,
4.50560242,23,16886,192,393216,1.0,0.7612161040306091,0.03172154950443655,1910,3.8641577,0.87646484375,0.1579148769378662,0.182121110917069,0.5414586067199707,0.0003,0.2,-28.16913385987282,,
4.536145879999999,23,16972,193,395264,1.0,0.7599694132804871,0.03477130468236282,1920,4.1604342,0.8763671875,0.15496017038822174,0.15165692483715248,0.5434362888336182,0.0003,0.2,-28.13177099227905,,
4.55346547,23,17064,194,397312,1.0,0.7586127519607544,0.035630321403732526,1930,3.7000976,0.904931640625,0.12583260238170624,0.21839097031042912,0.5367627143859863,0.0003,0.2,-28.090450370311736,,
4.53442964,23,17151,195,399360,1.0,0.7590324282646179,0.03435821504681371,1940,2.6090825,0.882861328125,0.16391631960868835,0.19422902361839078,0.5578266382217407,0.0003,0.2,-28.096948128938674,,
,,,,400000,,0.7567716836929321,0.03484425612841733,1950,2.525891,0.8697265625,0.21077482402324677,0.13147438859159594,0.5497875213623047,0.0003,0.2,-28.055905640125275,1.0,4.6210878
4.47415243,23,17238,196,401408,1.0,,,,,,,,,,,,,
4.52123069,23,17324,197,403456,1.0,0.7582060098648071,0.03602637443109415,1960,3.18998,0.886962890625,0.2047792226076126,0.18803608303423971,0.5438586473464966,0.0003,0.2,-28.040120559930802,,
4.554545720000001,23,17410,198,405504,1.0,0.75782710313797,0.032615697523579,1970,2.7694569,0.897705078125,0.10828587412834167,0.5458070135267917,0.5767951607704163,0.0003,0.2,-28.061944037675858,,
4.49193176,23,17496,199,407552,1.0,0.7573811411857605,0.034180577655206434,1980,3.1431086,0.894970703125,0.22362954914569855,0.2059586304560071,0.5861081480979919,0.0003,0.2,-28.048606687784194,,
4.520387210000001,23,17582,200,409600,1.0,0.7561018466949463,0.03269466861966066,1990,1.8999788,0.852392578125,0.11238130182027817,0.13967819924582728,0.5696221590042114,0.0003,0.2,-28.007298976182938,,
,,,,410000,,0.7558109760284424,0.030981857248116286,2000,3.8317356,0.9125,0.16777238249778748,0.2587713830464054,0.6005116105079651,0.0003,0.2,-27.985980945825577,1.0,4.4738068
4.52914065,23,17669,201,411648,1.0,,,,,,,,,,,,,
4.50952882,23,17754,202,413696,1.0,0.7530375719070435,0.03541081550647505,2010,2.3522243,0.87783203125,0.05258232355117798,0.2022897129470948,0.5310142040252686,0.0003,0.2,-27.9341380238533,,
4.5373167599999995,23,17840,203,415744,1.0,0.7529250979423523,0.03511273645563051,2020,3.9904628,0.884228515625,0.15134969353675842,0.17564949405787048,0.5517487525939941,0.0003,0.2,-27.88095217347145,,
4.56088585,23,17927,204,417792,1.0,0.7558140158653259,0.03441990886931308,2030,3.322743,0.8857421875,0.14898571372032166,0.21008610465796665,0.5225207209587097,0.0003,0.2,-27.929717606306077,,
4.556113469999999,23,18013,205,419840,1.0,0.755285382270813,0.03511578724719584,2040,3.2024586,0.894287109375,0.05042678862810135,0.18471577283344232,0.5663167238235474,0.0003,0.2,-27.96705921292305,,
