time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/n_updates,train/std,train/learning_rate,train/value_loss,train/clip_fraction,train/entropy_loss,train/loss,train/approx_kl,eval/mean_ep_length,eval/mean_reward
23,128,262144,1.0,7.710654979999999,11024,0.17442514847498386,0.952929675579071,0.2,1270,0.49885034561157227,0.0003,0.005544331660348689,0.801025390625,-3.184531692415476,0.1256774216890335,1.0044948,,
23,129,264192,1.0,7.64828274,11109,0.3265558974584565,0.9626595377922058,0.2,1280,0.504729688167572,0.0003,0.007305825801449828,0.94521484375,-3.22785504758358,0.3849238455295563,8.643482,,
23,130,266240,1.0,7.68210478,11195,0.05743363425717689,0.8796870708465576,0.2,1290,0.5019761919975281,0.0003,0.01218898429069668,0.8193359375,-3.25075673609972,-0.013200359418988228,1.7187142,,
23,131,268288,1.0,7.6909975600000005,11280,0.10772227171692066,0.9279568195343018,0.2,1300,0.5042273998260498,0.0003,0.007866850506252377,0.829345703125,-3.2474407091736794,0.044477712363004684,1.3277885,,
,,270000,,,,0.07500275345228147,0.9432500004768372,0.2,1310,0.4985523223876953,0.0003,0.00714738776878221,0.790234375,-3.2219977863132954,0.053350597620010376,0.8112725,1.0,8.0003222
23,132,270336,1.0,7.72720624,11366,,,,,,,,,,,,,
23,133,272384,1.0,7.72475061,11451,0.08908303892822005,0.9536973834037781,0.2,1320,0.4975510239601135,0.0003,0.006047666919039329,0.81845703125,-3.183544405549765,0.1306115686893463,1.5881182,,
23,134,274432,1.0,7.787498080000001,11536,0.1279164862120524,0.9576272964477539,0.2,1330,0.49731117486953735,0.0003,0.005696023826749297,0.809765625,-3.1760584570467474,0.06173643469810486,1.36384,,
23,135,276480,1.0,7.687148639999999,11622,0.23285018558381126,0.9590604901313782,0.2,1340,0.5052783489227295,0.0003,0.005599752147099934,0.856494140625,-3.2301003277301787,0.24786368012428284,1.3635712,,
23,136,278528,1.0,7.74641155,11708,0.08699257826374378,0.9587187170982361,0.2,1350,0.50068598985672,0.0003,0.00605478469733498,0.810302734375,-3.249728614091873,0.1139804795384407,2.2105193,,
,,280000,,,,0.077078881370835,0.9429536461830139,0.2,1360,0.5020915269851685,0.0003,0.0071695649305183904,0.81015625,-3.2195790596306324,-0.006059338804334402,2.861846,1.0,7.814022200000001
23,137,280576,1.0,7.693489680000002,11794,,,,,,,,,,,,,
23,138,282624,1.0,7.734107679999999,11880,0.11033210460445844,0.9568896889686584,0.2,1370,0.5013894438743591,0.0003,0.006329095339606283,0.802587890625,-3.212558463215828,0.07397457957267761,0.98861897,,
23,139,284672,1.0,7.640232460000001,11965,0.13505060477182268,0.9641934633255005,0.2,1380,0.5023803114891052,0.0003,0.005538389676075894,0.813037109375,-3.2260167323052884,0.13000978529453278,0.70149493,,
23,140,286720,1.0,7.719792119999998,12051,0.21169265472271945,0.9686763286590576,0.2,1390,0.5005403161048889,0.0003,0.005584021937829675,0.836279296875,-3.2195745438337324,0.25924354791641235,5.304371,,
23,141,288768,1.0,7.695339189999999,12136,0.05538289784453809,0.9331480264663696,0.2,1400,0.497094064950943,0.0003,0.007603224283957388,0.82626953125,-3.2059104688465596,0.0254279226064682,2.215982,,
,,290000,,,,0.07707229721709155,0.9482907056808472,0.2,1410,0.49521350860595703,0.0003,0.0064898078424448615,0.829931640625,-3.1834358304738997,-0.002410908229649067,1.3897376,1.0,8.0537426
23,142,290816,1.0,7.728569139999999,12222,,,,,,,,,,,,,
23,143,292864,1.0,7.754145669999998,12307,0.2280743421637453,0.9621214866638184,0.2,1420,0.4952007830142975,0.0003,0.005325077025190694,0.89951171875,-3.1836653165519238,0.18683451414108276,2.3479624,,
23,144,294912,1.0,7.74790037,12392,0.12586709632596466,0.9487638473510742,0.2,1430,0.4953499734401703,0.0003,0.007225583856052253,0.831396484375,-3.213928086310625,0.03816714137792587,0.88981277,,
23,145,296960,1.0,7.725678919999999,12477,0.08286405619437573,0.958653450012207,0.2,1440,0.4967445433139801,0.0003,0.005549696393427439,0.799560546875,-3.207879636436701,0.008632123470306396,1.8075426,,
23,146,299008,1.0,7.792954240000001,12562,0.10480092634388712,0.9618043303489685,0.2,1450,0.4985581338405609,0.0003,0.005587568858027225,0.766015625,-3.2019424252212048,0.25210216641426086,0.65362227,,
,,300000,,,,0.11224029111035634,0.9646524786949158,0.2,1460,0.4994140565395355,0.0003,0.005013432686246233,0.76142578125,-3.199121103435755,0.0909063071012497,0.78566223,1.0,7.8617074
23,147,301056,1.0,7.69783011,12648,,,,,,,,,,,,,
23,148,303104,1.0,7.70194695,12733,0.1156718493119115,0.9687730073928833,0.2,1470,0.49921274185180664,0.0003,0.005024805762514006,0.784375,-3.1836327321827413,0.0566592775285244,1.4037008,,
23,149,305152,1.0,7.795963310000001,12819,0.13486885507591068,0.9673100113868713,0.2,1480,0.49779725074768066,0.0003,0.0048334258906834295,0.81474609375,-3.172913762927055,0.1555788815021515,1.716253,,
23,150,307200,1.0,7.76415201,12904,0.15979976416856517,0.9665355086326599,0.2,1490,0.495120108127594,0.0003,0.0048674483390641395,0.8359375,-3.1474502362310885,0.06704588234424591,1.438723,,
23,151,309248,1.0,7.793615210000001,12989,0.1137527350045275,0.9674616456031799,0.2,1500,0.4935479164123535,0.0003,0.00478991531781503,0.782763671875,-3.1273077614605427,0.05362662672996521,0.7212764,,
,,310000,,,,0.1596798454527743,0.9635170102119446,0.2,1510,0.4945192337036133,0.0003,0.004826962938386714,0.82958984375,-3.112590520828962,0.1240607425570488,1.6444553,1.0,7.847436400000001
23,152,311296,1.0,7.81590686,13075,,,,,,,,,,,,,
23,153,313344,1.0,7.787001320000001,13160,0.1368500180367846,0.9642320871353149,0.2,1520,0.49306735396385193,0.0003,0.004876486780995037,0.822119140625,-3.108874677866697,0.15933388471603394,1.1491001,,
23,154,315392,1.0,7.743057669999998,13245,0.3155393717810512,0.9662970900535583,0.2,1530,0.4957091510295868,0.0003,0.004697826690244255,0.8703125,-3.1110839836299418,0.05180772393941879,1.3835194,,
23,155,317440,1.0,7.73254,13330,0.07688580290996469,0.9597485661506653,0.2,1540,0.49586281180381775,0.0003,0.005247212281392422,0.779052734375,-3.1283834017813206,0.012219374999403954,0.75898755,,
23,156,319488,1.0,7.7042667,13415,0.09572725340840407,0.9647777676582336,0.2,1550,0.49284419417381287,0.0003,0.005351513067580527,0.810693359375,-3.109494833648205,0.08784113824367523,1.259783,,
,,320000,,,,0.09405075919785304,0.9665404558181763,0.2,1560,0.49097082018852234,0.0003,0.004902168952685315,0.7775390625,-3.07859598249197,0.09650830924510956,0.9039172,1.0,7.7776088
23,157,321536,1.0,7.770713789999999,13501,,,,,,,,,,,,,
23,158,323584,1.0,7.66567639,13586,0.13462622832448687,0.9695152044296265,0.2,1570,0.487246572971344,0.0003,0.004351732077338966,0.807275390625,-3.037512605637312,0.04108482226729393,1.4806437,,
23,159,325632,1.0,7.714601939999999,13671,0.11024254676303827,0.9679228663444519,0.2,1580,0.48658037185668945,0.0003,0.004264858717942843,0.808837890625,-3.0184143163263797,0.1014782264828682,1.2869205,,
23,160,327680,1.0,7.7887013000000005,13757,0.14177960673114284,0.9691033959388733,0.2,1590,0.4837973713874817,0.0003,0.004645013128174469,0.82451171875,-3.006388794630766,0.03833901137113571,0.93222266,,
23,161,329728,1.0,7.72966542,13843,0.12728422906948253,0.971889853477478,0.2,1600,0.48488742113113403,0.0003,0.004240499959996669,0.80732421875,-2.991240895539522,0.11666654795408249,0.9046123,,
,,330000,,,,0.12483821676578373,0.9708996415138245,0.2,1610,0.485552042722702,0.0003,0.004182358386606211,0.805908203125,-3.0020523972809317,0.058452390134334564,1.7703178,1.0,8.018693
23,162,331776,1.0,7.692400549999999,13928,,,,,,,,,,,,,
23,163,333824,1.0,7.767184050000001,14014,0.24325010831234978,0.9707297682762146,0.2,1620,0.48192787170410156,0.0003,0.004602761816204293,0.8876953125,-3.002572213113308,0.0764002874493599,3.271584,,
23,164,335872,1.0,7.710934240000001,14099,0.1459503030666383,0.9670794606208801,0.2,1630,0.4831021726131439,0.0003,0.004242645054910099,0.824072265625,-3.015141046047211,0.030638236552476883,1.5664804,,
23,165,337920,1.0,7.840731630000001,14185,0.14118517469323705,0.9680139422416687,0.2,1640,0.4806090295314789,0.0003,0.004499170408234931,0.81357421875,-2.9945222556591036,0.08337220549583435,1.4247042,,
23,166,339968,1.0,7.66855427,14270,0.17266273602144794,0.9722924828529358,0.2,1650,0.4761543869972229,0.0003,0.004218695408781059,0.81865234375,-2.9575105004012583,0.11735768616199493,1.905155,,
,,340000,,,,0.1262091449869331,0.9691017270088196,0.2,1660,0.47996458411216736,0.0003,0.004200077031418914,0.822265625,-2.957074451446533,0.009777992963790894,1.2570583,1.0,7.968367599999999
23,167,342016,1.0,7.713248020000001,14357,,,,,,,,,,,,,
23,168,344064,1.0,7.716138449999999,14442,0.26932639729930086,0.9695876240730286,0.2,1670,0.4810183048248291,0.0003,0.006016146781621501,0.9044921875,-2.973397847265005,0.23054863512516022,6.9952664,,
23,169,346112,1.0,7.69257301,14529,0.06077850461297203,0.9273816347122192,0.2,1680,0.4797928035259247,0.0003,0.008421990586793982,0.82255859375,-3.006649076193571,0.03906618058681488,2.0603938,,
23,170,348160,1.0,7.745473009999999,14614,0.12127504054515156,0.954071044921875,0.2,1690,0.479758083820343,0.0003,0.006710308626497863,0.829345703125,-2.9982081681489943,0.05899011716246605,0.8696048,,
,,350000,,,,0.09144532786740456,0.9600196480751038,0.2,1700,0.4770958125591278,0.0003,0.0055855868085927796,0.805859375,-2.9763679675757886,0.03960847854614258,1.6378584,1.0,7.575477600000001
23,171,350208,1.0,7.791659490000001,14701,,,,,,,,,,,,,
23,172,352256,1.0,7.744214089999999,14786,0.12840075890999286,0.9617305994033813,0.2,1710,0.47804567217826843,0.0003,0.00460968092593248,0.8166015625,-2.961629943549633,0.0943414643406868,0.95748407,,
23,173,354304,1.0,7.79654177,14872,0.059403233439661564,0.9660099148750305,0.2,1720,0.474961519241333,0.0003,0.004382668429752812,0.78095703125,-2.952455734461546,-0.018114544451236725,1.623454,,
23,174,356352,1.0,7.7605682400000005,14957,0.1395058424444869,0.9704005718231201,0.2,1730,0.4730384051799774,0.0003,0.0040535329004342206,0.7904296875,-2.920503631234169,0.2902046740055084,1.2985665,,
23,175,358400,1.0,7.71656973,15043,0.17675663969712332,0.9724060297012329,0.2,1740,0.4760509431362152,0.0003,0.003941208052128786,0.8556640625,-2.9387711100280285,0.19299963116645813,1.2871432,,
,,360000,,,,0.10698066488839686,0.9640526175498962,0.2,1750,0.47390052676200867,0.0003,0.004805917282646987,0.819873046875,-2.938214299082756,0.1360674798488617,1.7131735,1.0,7.841685199999999
23,176,360448,1.0,7.770122689999998,15129,,,,,,,,,,,,,
23,177,362496,1.0,7.6915907500000005,15214,0.7064239763887599,0.9683007597923279,0.2,1760,0.4709659218788147,0.0003,0.004296200312091969,0.811279296875,-2.9094732135534285,0.14730890095233917,0.96224463,,
23,178,364544,1.0,7.784658779999998,15300,0.16303565783891827,0.9693522453308105,0.2,1770,0.4708363711833954,0.0003,0.003928686489234679,0.8392578125,-2.8934601180255415,0.10251728445291519,1.3994021,,
23,179,366592,1.0,7.770861620000002,15386,0.2177806724619586,0.9705809950828552,0.2,1780,0.4722045958042145,0.0003,0.004044060012529371,0.83466796875,-2.9140343204140664,0.06614359468221664,1.1561298,,
23,180,368640,1.0,7.725026889999999,15471,0.10703473669127561,0.970021665096283,0.2,1790,0.46825486421585083,0.0003,0.003855014106375165,0.772021484375,-2.8964659854769708,-0.020482372492551804,0.5238509,,
,,370000,,,,0.15017170194769278,0.9718031883239746,0.2,1800,0.46708226203918457,0.0003,0.003812949916755315,0.81142578125,-2.87547380104661,0.03677235543727875,1.2914414,1.0,7.614563599999999
23,181,370688,1.0,7.7298756799999975,15556,,,,,,,,,,,,,
23,182,372736,1.0,7.80806863,15641,0.25383235058980064,0.973199188709259,0.2,1810,0.4681004583835602,0.0003,0.003994079131371109,0.8791015625,-2.8707920305430887,0.29281386733055115,1.8951018,,
23,183,374784,1.0,7.766442940000001,15726,0.10804636992397718,0.9679834246635437,0.2,1820,0.4686230719089508,0.0003,0.004614983934152406,0.81689453125,-2.889710955321789,0.012763384729623795,1.2457862,,
23,184,376832,1.0,7.765088629999999,15811,0.19741315962164663,0.973364531993866,0.2,1830,0.4676133692264557,0.0003,0.004298862236464629,0.818994140625,-2.8908974662423135,0.07939516007900238,1.4906765,,
23,185,378880,1.0,7.804710760000001,15897,0.11766256956907455,0.9697796106338501,0.2,1840,0.4647029936313629,0.0003,0.00399059563424089,0.80615234375,-2.8639791026711463,0.07461588084697723,1.0873549,,
,,380000,,,,0.12785499652964064,0.9728313088417053,0.2,1850,0.4640979766845703,0.0003,0.003870817610732047,0.806005859375,-2.845914950966835,0.16033169627189636,1.501961,1.0,7.9527323999999995
23,186,380928,1.0,7.762445619999999,15983,,,,,,,,,,,,,
23,187,382976,1.0,7.78465546,16068,0.22823830833658576,0.9732294678688049,0.2,1860,0.4682576656341553,0.0003,0.0039781512983608994,0.892578125,-2.8817756183445455,0.11248989403247833,2.0405164,,
23,188,385024,1.0,7.78232641,16154,0.13199320067069492,0.9655709266662598,0.2,1870,0.467849463224411,0.0003,0.004487164320744341,0.838525390625,-2.902304880321026,0.04181140661239624,3.3516896,,
23,189,387072,1.0,7.74320522,16240,0.16516926105250604,0.9643758535385132,0.2,1880,0.46552035212516785,0.0003,0.004617584666630137,0.83857421875,-2.8828758984804153,0.02472803369164467,2.8574774,,
23,190,389120,1.0,7.751349559999999,16326,0.13378875926719047,0.9668115973472595,0.2,1890,0.4639664590358734,0.0003,0.004590434550482314,0.80283203125,-2.8640334837138655,0.09505636990070343,1.3991978,,
,,390000,,,,0.131789077972644,0.9679883122444153,0.2,1900,0.45897579193115234,0.0003,0.0043628600258671215,0.801416015625,-2.837003317475319,0.125549778342247,0.6851636,1.0,7.833406399999999
23,191,391168,1.0,7.726676759999999,16412,,,,,,,,,,,,,
23,192,393216,1.0,7.77995208,16499,0.19456673960085027,0.9711306691169739,0.2,1910,0.45901918411254883,0.0003,0.004282881529070437,0.860791015625,-2.816802441328764,0.10331320762634277,2.3452601,,
23,193,395264,1.0,7.740237949999999,16585,0.11413290050113574,0.966569185256958,0.2,1920,0.4548583924770355,0.0003,0.004514264725003159,0.807958984375,-2.7987643174827097,0.052263543009757996,1.4675643,,
23,194,397312,1.0,7.72785552,16671,0.14294886866118758,0.9700950384140015,0.2,1930,0.45502763986587524,0.0003,0.004370485604886199,0.82705078125,-2.7736774258315564,0.030386321246623993,1.2832606,,
23,195,399360,1.0,7.850052300000001,16757,0.16764771651360205,0.9708760976791382,0.2,1940,0.4596218168735504,0.0003,0.004502005570975598,0.84833984375,-2.7962657667696478,0.13385094702243805,1.6894732,,
,,400000,,,,0.10999239821685478,0.9650225639343262,0.2,1950,0.46061012148857117,0.0003,0.004510760289849714,0.820947265625,-2.8124725125730037,0.09574482589960098,1.285006,1.0,7.8018518
23,196,401408,1.0,7.755832209999999,16842,,,,,,,,,,,,,
23,197,403456,1.0,7.782131229999999,16928,0.24864243230258581,0.9714516401290894,0.2,1960,0.4602116644382477,0.0003,0.003910692331555765,0.8564453125,-2.812707705795765,0.0671076700091362,1.8170497,,
23,198,405504,1.0,7.771354830000002,17013,0.10282104369834996,0.9697771668434143,0.2,1970,0.4554133117198944,0.0003,0.004312846274842741,0.80029296875,-2.7869130529463293,0.3520966172218323,1.1164074,,
23,199,407552,1.0,7.72815672,17099,0.12467070160782896,0.9690526127815247,0.2,1980,0.4531248211860657,0.0003,0.004206749005243182,0.800146484375,-2.751917756348848,0.16782017052173615,1.0320307,,
23,200,409600,1.0,7.76494932,17185,0.11116582363611087,0.9696564674377441,0.2,1990,0.45420295000076294,0.0003,0.004222444850165629,0.802099609375,-2.7460996568202973,0.11323010176420212,1.0260024,,
,,410000,,,,0.1326305743859848,0.9718621969223022,0.2,2000,0.45456430315971375,0.0003,0.004527312557183904,0.83720703125,-2.7434782542288305,0.027461567893624306,1.998699,1.0,7.7799182
23,201,411648,1.0,7.70861983,17270,,,,,,,,,,,,,
23,202,413696,1.0,7.74947829,17355,0.2009188150317641,0.9744712710380554,0.2,2010,0.45787858963012695,0.0003,0.00382835583150154,0.858935546875,-2.749749194085598,0.19131557643413544,1.8206005,,
23,203,415744,1.0,7.726664029999999,17441,0.16890337365912272,0.9657162427902222,0.2,2020,0.4615752398967743,0.0003,0.004486216493387474,0.821630859375,-2.796337670832872,0.11958776414394379,0.89019334,,
23,204,417792,1.0,7.78943469,17526,0.13946015170076861,0.9729763865470886,0.2,2030,0.4654792845249176,0.0003,0.0042637317768821955,0.842138671875,-2.8320490278303625,0.1926485002040863,2.407673,,
23,205,419840,1.0,7.747207509999999,17612,0.11410049187252298,0.9708876609802246,0.2,2040,0.46630793809890747,0.0003,0.0046741283229494,0.817724609375,-2.8416876286268233,0.12857167422771454,2.4173872,,
,,420000,,,,0.138413838139968,0.9662491679191589,0.2,2050,0.46788617968559265,0.0003,0.004366833412495908,0.79765625,-2.847143489867449,0.08399107307195663,0.73938364,1.0,7.7463582
23,206,421888,1.0,7.80614048,17699,,,,,,,,,,,,,
23,207,423936,1.0,7.797092269999999,17785,0.12028379065159242,0.9727056622505188,0.2,2060,0.46715202927589417,0.0003,0.004013549114461057,0.80712890625,-2.842495229840279,0.0769868791103363,1.2093923,,
23,208,425984,1.0,7.772465209999998,17870,0.20365130962745753,0.9692427515983582,0.2,2070,0.4672861099243164,0.0003,0.004124676576611819,0.86435546875,-2.8454908318817616,0.13239720463752747,1.3230655,,
23,209,428032,1.0,7.726116810000001,17956,0.12623364299652168,0.970134973526001,0.2,2080,0.4657900929450989,0.0003,0.004234627257392276,0.824267578125,-2.8314146108925344,0.10946176946163177,1.8259008,,
