time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/value_loss,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/learning_rate,train/std,train/entropy_loss,train/n_updates,train/approx_kl,train/explained_variance,train/loss,eval/mean_reward,eval/mean_ep_length
129,1.0,264192,4.57140281,23,11054,0.035135254426859316,0.16446882305899635,0.2,0.8853515625,0.0003,0.7869802117347717,-24.529258286952974,1280,2.6071987,0.5767694711685181,0.09004297852516174,,
130,1.0,266240,4.63407468,23,11140,0.0366601585468743,0.1719223013787996,0.2,0.8734375,0.0003,0.7878661751747131,-24.545136576890947,1290,1.8019371,0.5329911112785339,0.17142356932163239,,
131,1.0,268288,4.6147673,23,11224,0.03772774079989176,0.19282923743594438,0.2,0.884716796875,0.0003,0.7873092293739319,-24.534507298469542,1300,2.610624,0.5590040683746338,0.07347814738750458,,
,,270000,,,,0.03597192947054282,0.14784195166139397,0.2,0.86884765625,0.0003,0.7861629724502563,-24.532320040464402,1310,1.8833958,0.5363183617591858,0.141999289393425,4.700085,1.0
132,1.0,270336,4.64598726,23,11310,,,,,,,,,,,,,
133,1.0,272384,4.603532339999998,23,11395,0.034734211390605195,0.10155202192254364,0.2,0.848193359375,0.0003,0.7837205529212952,-24.485489583015443,1320,1.4441923,0.5821532011032104,0.028684498742222786,,
134,1.0,274432,4.61267215,23,11479,0.03317147473571822,0.18177231191075408,0.2,0.8669921875,0.0003,0.7805104851722717,-24.416492354869842,1330,1.925693,0.5555306077003479,0.1464245319366455,,
135,1.0,276480,4.62811712,23,11565,0.03660824554972351,0.11814669506857171,0.2,0.853515625,0.0003,0.7790523767471313,-24.338805109262466,1340,1.3459873,0.5541663765907288,0.07952898740768433,,
136,1.0,278528,4.646609079999999,23,11649,0.03390988028841093,0.12690363293659174,0.2,0.83388671875,0.0003,0.7779675722122192,-24.310822314023973,1350,1.2672744,0.48036473989486694,0.07327108830213547,,
,,280000,,,,0.03219961384893395,0.2867782803310547,0.2,0.8736328125,0.0003,0.7769086360931396,-24.264248287677766,1360,2.749239,0.6161971688270569,0.1383776217699051,4.761432000000001,1.0
137,1.0,280576,4.6454170900000005,23,11734,,,,,,,,,,,,,
138,1.0,282624,4.578363189999999,23,11819,0.032093406462809074,0.1701572524383664,0.2,0.877392578125,0.0003,0.7756882905960083,-24.218915116786956,1370,2.208115,0.5685269832611084,0.27952632308006287,,
139,1.0,284672,4.64944639,23,11905,0.03313045193790458,0.2934708313434385,0.2,0.878076171875,0.0003,0.7743379473686218,-24.18707157969475,1380,2.1039934,0.5896230936050415,0.17638808488845825,,
140,1.0,286720,4.68736239,23,11990,0.03225221495958976,0.19518115465762093,0.2,0.881982421875,0.0003,0.7742682099342346,-24.172924786806107,1390,2.7870169,0.5345932245254517,0.20785018801689148,,
141,1.0,288768,4.66422847,23,12075,0.03288665710715577,0.144549960718723,0.2,0.874365234375,0.0003,0.7738864421844482,-24.181190341711044,1400,2.2913935,0.5516945123672485,0.041480902582407,,
,,290000,,,,0.03207519085844979,0.19479668877029327,0.2,0.855712890625,0.0003,0.7726827263832092,-24.146291756629942,1410,1.3440568,0.5691202878952026,0.09669317305088043,4.865393,1.0
142,1.0,290816,4.62678024,23,12160,,,,,,,,,,,,,
143,1.0,292864,4.664599709999999,23,12244,0.0340763435116969,0.22307502797339113,0.2,0.910791015625,0.0003,0.7720296382904053,-24.127044796943665,1420,4.3555164,0.5708960294723511,0.3006124496459961,,
144,1.0,294912,4.657638110000001,23,12329,0.03433442256064154,0.3684487619437277,0.2,0.882861328125,0.0003,0.7718228101730347,-24.109286576509476,1430,1.9321274,0.5479657649993896,0.2617872953414917,,
145,1.0,296960,4.67439256,23,12414,0.03331593291368336,0.23070286045549437,0.2,0.875537109375,0.0003,0.7717015743255615,-24.106269156932832,1440,1.911501,0.5550400018692017,0.08301104605197906,,
146,1.0,299008,4.62416524,23,12498,0.03088809442415368,0.11891638704692013,0.2,0.8474609375,0.0003,0.770966112613678,-24.09986204504967,1450,1.5845064,0.5568385720252991,0.11224952340126038,,
,,300000,,,,0.032139260473195465,0.1995687938237097,0.2,0.883349609375,0.0003,0.7690587043762207,-24.046020531654356,1460,2.319736,0.5757560729980469,0.1639319360256195,4.7722302,1.0
147,1.0,301056,4.6606191699999995,23,12584,,,,,,,,,,,,,
148,1.0,303104,4.6448253799999994,23,12668,0.03401882165344432,0.17573919215938077,0.2,0.899853515625,0.0003,0.7706511616706848,-24.047520214319228,1470,2.4461567,0.5569730997085571,0.10632346570491791,,
149,1.0,305152,4.6099451700000005,23,12754,0.03438339148415252,0.22494629682041706,0.2,0.869873046875,0.0003,0.7673251032829285,-24.02070570588112,1480,3.01799,0.5765564441680908,0.04508060961961746,,
150,1.0,307200,4.66897868,23,12839,0.032884370355168356,0.16706112292595207,0.2,0.877197265625,0.0003,0.7673502564430237,-23.97141135931015,1490,1.9924188,0.5778734087944031,0.12398257106542587,,
151,1.0,309248,4.70320796,23,12924,0.032769522644230165,0.19991699883248656,0.2,0.8763671875,0.0003,0.7685185670852661,-23.97884593009949,1500,1.9867542,0.5269412994384766,0.15888306498527527,,
,,310000,,,,0.031164229568094014,0.16437778949039056,0.2,0.875048828125,0.0003,0.7671093940734863,-23.985175204277038,1510,2.3076344,0.5848249197006226,0.030437398701906204,4.5797042,1.0
152,1.0,311296,4.65037095,23,13010,,,,,,,,,,,,,
153,1.0,313344,4.66245505,23,13095,0.03144257935346104,0.14925891357997897,0.2,0.858740234375,0.0003,0.7662389874458313,-23.942229533195494,1520,2.0913103,0.5637764930725098,0.12741270661354065,,
154,1.0,315392,4.643583619999999,23,13180,0.03244685232057236,0.14472253937856294,0.2,0.85703125,0.0003,0.7657721638679504,-23.921045506000517,1530,2.9933136,0.5881294012069702,0.16745109856128693,,
155,1.0,317440,4.6843986300000005,23,13266,0.03436943384003825,0.1295497663639253,0.2,0.866357421875,0.0003,0.7642409205436707,-23.88751977086067,1540,1.7289741,0.5842293500900269,0.10867861658334732,,
156,1.0,319488,4.678674569999999,23,13350,0.03366255117580295,0.11241336372913793,0.2,0.86259765625,0.0003,0.763329029083252,-23.855272859334946,1550,1.7190973,0.5744597911834717,0.015665721148252487,,
,,320000,,,,0.03131622510845773,0.1579173292440828,0.2,0.863330078125,0.0003,0.7639641761779785,-23.83103340268135,1560,2.286053,0.5799548029899597,0.07616788893938065,4.8266872,1.0
157,1.0,321536,4.64103304,23,13435,,,,,,,,,,,,,
158,1.0,323584,4.70855148,23,13521,0.03073097331507597,0.17373015175107867,0.2,0.866552734375,0.0003,0.7615035176277161,-23.812365573644637,1570,1.5539843,0.5786938667297363,0.0907401442527771,,
159,1.0,325632,4.6625384599999995,23,13605,0.03269129681866616,0.17778207416413352,0.2,0.88583984375,0.0003,0.7628764510154724,-23.79282938838005,1580,2.0175936,0.5674976706504822,0.14726930856704712,,
160,1.0,327680,4.67300555,23,13691,0.031554927641991526,0.18928513955324888,0.2,0.89326171875,0.0003,0.7614498138427734,-23.79814115166664,1590,3.0505493,0.5714429616928101,0.12434346228837967,,
161,1.0,329728,4.64877198,23,13775,0.032891682954505085,0.17102641292731277,0.2,0.87783203125,0.0003,0.7601626515388489,-23.766918563842772,1600,1.7300453,0.5763770341873169,0.11445797234773636,,
,,330000,,,,0.029437369731022046,0.19168741257453803,0.2,0.873486328125,0.0003,0.759158730506897,-23.74158638715744,1610,2.5337389,0.5931817889213562,0.23161503672599792,4.768983199999999,1.0
162,1.0,331776,4.65144858,23,13860,,,,,,,,,,,,,
163,1.0,333824,4.65973348,23,13945,0.030872250132961198,0.15435950352693908,0.2,0.8669921875,0.0003,0.7593348026275635,-23.733271127939226,1620,1.605428,0.5894487500190735,0.015286635607481003,,
164,1.0,335872,4.6281015000000005,23,14030,0.03458074623486027,0.15884657427668572,0.2,0.87841796875,0.0003,0.7608465552330017,-23.754248207807542,1630,1.8577236,0.5180313587188721,0.08784770220518112,,
165,1.0,337920,4.66652563,23,14116,0.0354397731483914,0.1463135270343628,0.2,0.8619140625,0.0003,0.7579987049102783,-23.73226527571678,1640,2.9703872,0.5440521240234375,0.1184287741780281,,
166,1.0,339968,4.66764406,23,14201,0.03383751016226597,0.1723826827306766,0.2,0.88134765625,0.0003,0.7596508860588074,-23.735314178466798,1650,2.1232815,0.5223690271377563,0.17178106307983398,,
,,340000,,,,0.03161612077965401,0.13664405097952112,0.2,0.8583984375,0.0003,0.7602183222770691,-23.73746168613434,1660,2.1974938,0.6053225994110107,0.14810173213481903,4.614648000000001,1.0
167,1.0,342016,4.70521431,23,14286,,,,,,,,,,,,,
168,1.0,344064,4.672146899999999,23,14371,0.034144663985352965,0.20211812476045452,0.2,0.895654296875,0.0003,0.760114848613739,-23.75319296717644,1670,2.752928,0.5758451223373413,0.07994811236858368,,
169,1.0,346112,4.68236731,23,14456,0.03588210301240906,0.12089813254715409,0.2,0.85869140625,0.0003,0.7598365545272827,-23.743091464042664,1680,1.8001378,0.5199099779129028,0.17960995435714722,,
170,1.0,348160,4.71636097,23,14541,0.03306513984571211,0.19257377711473964,0.2,0.894287109375,0.0003,0.7605515122413635,-23.74278669953346,1690,2.5367036,0.557440996170044,0.28434237837791443,,
,,350000,,,,0.03244930820656009,0.13661089293891565,0.2,0.866259765625,0.0003,0.7579192519187927,-23.719637417793273,1700,1.667491,0.5800008177757263,0.17281995713710785,4.5235514,1.0
171,1.0,350208,4.682172330000001,23,14626,,,,,,,,,,,,,
172,1.0,352256,4.67563378,23,14711,0.03281038589193486,0.13013288020156324,0.2,0.85283203125,0.0003,0.7584348917007446,-23.67478804588318,1710,1.9896846,0.5881748199462891,0.21377184987068176,,
173,1.0,354304,4.68915973,23,14795,0.032129839854314925,0.19673136848723516,0.2,0.85498046875,0.0003,0.7562730312347412,-23.64678366780281,1720,1.4207327,0.5309633016586304,-0.024472903460264206,,
174,1.0,356352,4.650289580000001,23,14881,0.03209634756203741,0.19387472898233682,0.2,0.903955078125,0.0003,0.7572429776191711,-23.634613543748856,1730,2.6031022,0.5822072625160217,0.17255935072898865,,
175,1.0,358400,4.65293009,23,14966,0.04059349439921789,0.20084862812655047,0.2,0.887841796875,0.0003,0.7554003000259399,-23.63244092464447,1740,2.272593,0.5150893926620483,0.08022885769605637,,
,,360000,,,,0.03690949970041402,0.1178834918886423,0.2,0.8578125,0.0003,0.7536130547523499,-23.573694694042207,1750,1.5570604,0.5061244964599609,0.1490222066640854,4.7694038,1.0
176,1.0,360448,4.71000359,23,15051,,,,,,,,,,,,,
177,1.0,362496,4.6887421499999995,23,15137,0.0337630812835414,0.15763513243291527,0.2,0.861181640625,0.0003,0.755823016166687,-23.57572991847992,1760,2.3953567,0.55072021484375,0.20842702686786652,,
178,1.0,364544,4.6144089,23,15222,0.032918136747321115,0.1754274464212358,0.2,0.869482421875,0.0003,0.7566491961479187,-23.616139417886735,1770,2.1017144,0.5622702240943909,0.21897345781326294,,
179,1.0,366592,4.66177115,23,15307,0.03427437783102505,0.11034976216033102,0.2,0.8515625,0.0003,0.7557416558265686,-23.60567674636841,1780,1.7615781,0.5671930909156799,0.03369755670428276,,
180,1.0,368640,4.67457711,23,15392,0.035513086104765536,0.18376683977548963,0.2,0.898095703125,0.0003,0.7582399845123291,-23.62066932320595,1790,2.9541647,0.5844887495040894,0.13079483807086945,,
,,370000,,,,0.03472208718303591,0.15947726359590889,0.2,0.853466796875,0.0003,0.7567766904830933,-23.619366270303725,1800,2.1515646,0.49963611364364624,0.17220573127269745,4.814951199999999,1.0
181,1.0,370688,4.719001859999999,23,15477,,,,,,,,,,,,,
182,1.0,372736,4.67413304,23,15562,0.033739893400343134,0.09793233283853624,0.2,0.82744140625,0.0003,0.758029580116272,-23.62189602255821,1810,1.1330519,0.5410208106040955,0.3835267126560211,,
183,1.0,374784,4.6563788399999995,23,15646,0.032474896835628896,0.13671495796588715,0.2,0.851025390625,0.0003,0.7588074803352356,-23.648367071151732,1820,1.7778995,0.552213728427887,0.10116010904312134,,
184,1.0,376832,4.65182487,23,15731,0.03315451976377517,0.14522887881612406,0.2,0.857958984375,0.0003,0.7580289244651794,-23.65886745452881,1830,1.8498769,0.5573332905769348,0.1380707323551178,,
185,1.0,378880,4.68170958,23,15815,0.03389865987701342,0.09817194134811871,0.2,0.84638671875,0.0003,0.7577347159385681,-23.650429469347,1840,1.6555686,0.5530580282211304,0.13262340426445007,,
,,380000,,,,0.03304134543577675,0.16053211152902805,0.2,0.879541015625,0.0003,0.755903959274292,-23.604003262519836,1850,2.3697581,0.5506749749183655,0.09905614703893661,4.7539034000000004,1.0
186,1.0,380928,4.710762969999999,23,15901,,,,,,,,,,,,,
187,1.0,382976,4.623330640000001,23,15986,0.03524781340966001,0.1766287898266455,0.2,0.87861328125,0.0003,0.7552146911621094,-23.562014162540436,1860,2.9373288,0.5560187101364136,0.5492038130760193,,
188,1.0,385024,4.65849875,23,16071,0.034236212237738074,0.1416923959797714,0.2,0.863818359375,0.0003,0.7533231377601624,-23.520030671358107,1870,2.085761,0.566364049911499,0.10625304281711578,,
189,1.0,387072,4.65010459,23,16156,0.03424932699417695,0.1856990246567875,0.2,0.874951171875,0.0003,0.7518777251243591,-23.48423563838005,1880,3.013161,0.5534828901290894,0.1373288929462433,,
190,1.0,389120,4.66996545,23,16242,0.034339916298631576,0.12314326692430769,0.2,0.840185546875,0.0003,0.7463098168373108,-23.376823437213897,1890,1.4977717,0.5672868490219116,0.0576573945581913,,
,,390000,,,,0.03558731157681905,0.1950315592432162,0.2,0.86259765625,0.0003,0.7463385462760925,-23.306016355752945,1900,1.7790818,0.5448917150497437,0.15574589371681213,4.6519668,1.0
191,1.0,391168,4.656790760000001,23,16327,,,,,,,,,,,,,
192,1.0,393216,4.7051567499999996,23,16413,0.03567532291635871,0.13219311276916415,0.2,0.858447265625,0.0003,0.7488211393356323,-23.329806756973266,1910,1.8093865,0.526915431022644,0.09284741431474686,,
193,1.0,395264,4.71910901,23,16498,0.03381752174464055,0.1562352403998375,0.2,0.857763671875,0.0003,0.7478437423706055,-23.348393392562866,1920,1.7873988,0.5369274616241455,0.06468398869037628,,
194,1.0,397312,4.6546824,23,16584,0.03829574668197892,0.1082609091361519,0.2,0.84921875,0.0003,0.7474667429924011,-23.345414763689043,1930,2.0161865,0.5086629390716553,0.12348035722970963,,
195,1.0,399360,4.719405470000001,23,16668,0.03417831242841203,0.1893889169790782,0.2,0.89091796875,0.0003,0.7495425939559937,-23.377229744195937,1940,2.263987,0.47202688455581665,0.22664082050323486,,
,,400000,,,,0.032601822499418634,0.1750922003586311,0.2,0.883349609375,0.0003,0.751692533493042,-23.440492218732835,1950,2.1956966,0.5535398721694946,0.06980423629283905,4.7528856,1.0
196,1.0,401408,4.689527849999999,23,16754,,,,,,,,,,,,,
197,1.0,403456,4.63912919,23,16839,0.033675120252883065,0.14801576046156698,0.2,0.863330078125,0.0003,0.7510051131248474,-23.463582319021224,1960,2.2763166,0.5507520437240601,0.2151312679052353,,
198,1.0,405504,4.70271623,23,16924,0.03495365360286087,0.12260588291101157,0.2,0.850146484375,0.0003,0.7493102550506592,-23.41761919260025,1970,2.09935,0.5399670600891113,0.05259489268064499,,
199,1.0,407552,4.68672315,23,17009,0.03759562727645971,0.16734171538264492,0.2,0.87490234375,0.0003,0.7497904896736145,-23.39685328602791,1980,2.369278,0.5404783487319946,0.1676717847585678,,
200,1.0,409600,4.6431717500000005,23,17095,0.03788980154786259,0.18331485912203788,0.2,0.879150390625,0.0003,0.7481731176376343,-23.3697557926178,1990,3.256113,0.5334774255752563,0.22059719264507294,,
,,410000,,,,0.03253117561689578,0.19025139489676804,0.2,0.901611328125,0.0003,0.7468804717063904,-23.338329684734344,2000,3.2641547,0.5619794130325317,0.17706777155399323,4.618522199999999,1.0
201,1.0,411648,4.70104328,23,17180,,,,,,,,,,,,,
202,1.0,413696,4.64447916,23,17266,0.035360071453033014,0.2997555873240344,0.2,0.90419921875,0.0003,0.7485156059265137,-23.325780618190766,2010,4.672242,0.5052363872528076,0.14629493653774261,,
203,1.0,415744,4.6737039199999995,23,17350,0.03497549608000554,0.297509914834518,0.2,0.89169921875,0.0003,0.7498603463172913,-23.38668112754822,2020,2.5256748,0.47782963514328003,0.21600031852722168,,
204,1.0,417792,4.666866960000001,23,17435,0.034305852046236394,0.16775832126731985,0.2,0.858154296875,0.0003,0.7507339119911194,-23.421241742372512,2030,2.9069614,0.5409483909606934,0.24796712398529053,,
205,1.0,419840,4.64461616,23,17520,0.036992633546469735,0.14509723380906508,0.2,0.860546875,0.0003,0.7493281960487366,-23.396170091629028,2040,2.417685,0.56671142578125,0.375296026468277,,
,,420000,,,,0.035449226311175155,0.1238483093038667,0.2,0.86884765625,0.0003,0.7476121783256531,-23.325079238414766,2050,1.7695394,0.5901092886924744,0.039951495826244354,4.9228786,1.0
206,1.0,421888,4.6545399199999995,23,17607,,,,,,,,,,,,,
207,1.0,423936,4.68269149,23,17691,0.0357711126038339,0.13983193420572207,0.2,0.8607421875,0.0003,0.7468637228012085,-23.29692099094391,2060,2.6458254,0.5737810134887695,0.139341801404953,,
208,1.0,425984,4.675831410000001,23,17776,0.03403687248355709,0.11115004900784697,0.2,0.82783203125,0.0003,0.7464324831962585,-23.257675248384476,2070,1.6054353,0.6022822260856628,0.10837358236312866,,
209,1.0,428032,4.70932578,23,17862,0.03292859853245318,0.14630699075642042,0.2,0.87587890625,0.0003,0.7434465289115906,-23.206095987558363,2080,2.030066,0.5658425092697144,0.08485057950019836,,
,,430000,,,,0.033365405525546524,0.16827405471121892,0.2,0.867626953125,0.0003,0.7420755624771118,-23.129866975545884,2090,1.8993493,0.592322587966919,0.10723885893821716,4.670294200000001,1.0
210,1.0,430080,4.683019310000001,23,17947,,,,,,,,,,,,,
